State,CMS Certification Number (CCN)*,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
CA,57003,SAN FRANCISCO,94133,4157494200,Private,1,1,1,1,1,1,07/01/1966,91,96,99,95,61,64,96,98,99,98,98,0,66,60,72,73,77,95,61,11,14,0,0,0,0,0,0,0,0,0,0
CA,57004,CONCORD,94520,9256774240,Private,1,1,1,1,1,1,07/01/1966,82,96,99,96,72,75,96,99,99,97,99,0,65,61,71,68,76,94,57,12,18,0,0,0,0,0,0,0,0,0,0
CA,57007,SANTA CRUZ,95062,8314796625,Private,1,1,1,1,1,1,07/01/1966,90,96,100,96,83,83,95,100,100,97,99,0,71,76,81,76,78,97,68,12,15,0,0,0,0,0,0,0,0,0,0
CA,57008,CLAREMONT,91711,9096243574,Proprietary,1,1,1,0,1,1,07/01/1966,82,93,98,100,68,67,98,99,100,99,100,0,58,60,67,63,70,87,47,11,18,0,0,0,0,0,0,0,0,0,0
CA,57013,RIVERSIDE,92507,9514131200,Other,1,1,1,1,1,1,07/01/1966,62,83,82,98,42,39,82,97,98,94,99,0,51,50,54,50,55,88,36,12,14,0,0,0,0,0,0,0,0,0,0
CA,57018,PASADENA,91107,6265682588,Proprietary,1,1,1,1,1,1,07/01/1966,93,98,99,100,72,70,100,100,100,100,99,0,55,70,68,77,54,100,46,10,20,0,1,1,0,0,0,0,0,0,0
CA,57019,PLACERVILLE,95667,5306262900,Other,1,1,1,1,1,1,07/01/1966,93,96,99,99,76,82,92,98,97,91,99,0,54,56,62,62,61,88,36,16,14,0,0,0,0,0,0,0,0,0,0
CA,57021,SANTA ANA,92705,9492634700,Proprietary,1,1,1,1,1,1,07/01/1966,92,94,99,99,72,70,96,98,100,99,99,0,65,62,67,76,74,100,51,12,15,0,0,0,0,0,0,0,0,0,0
CA,57031,NOVATO,94945,4152097700,Other,1,1,1,1,1,1,07/01/1966,90,97,98,95,82,85,94,98,99,98,98,0,68,61,76,79,82,94,60,12,15,0,0,0,0,0,0,0,0,0,0
CA,57033,SAN FRANCISCO,94118,4153533100,Other,1,1,1,1,1,1,07/01/1966,82,94,100,98,72,77,95,99,100,99,100,0,52,55,58,62,63,77,44,12,18,0,0,0,0,0,0,0,0,0,0
CA,57036,SANTA ROSA,95401,7075457114,Proprietary,1,1,1,1,1,1,07/01/1966,93,97,100,100,81,79,91,99,97,89,100,0,57,55,68,54,72,86,50,15,10,0,0,0,0,0,0,0,0,0,0
CA,57040,VENTURA,93003,8056420239,Private,1,1,1,1,1,1,07/01/1966,90,96,97,98,81,79,92,99,99,96,100,0,59,60,66,67,64,72,43,15,16,0,0,0,0,0,0,0,0,0,0
CA,57053,LOS ANGELES,90010,3237834375,Private,1,1,1,1,1,1,07/01/1966,88,93,99,93,72,89,95,98,100,100,94,0,61,56,66,73,72,93,46,,,2,1,,,,,0,0,0,0
CA,57071,SAN FRANCISCO,94118,4158332770,Other,1,1,1,1,1,1,07/01/1972,95,91,100,98,79,89,97,100,99,99,99,0,54,50,60,65,72,92,50,,,2,1,,,,,0,0,0,0
CA,57072,LAGUNA HILLS,92653,9494601500,Private,1,1,1,1,1,1,01/01/1973,93,97,96,97,64,64,98,99,100,99,99,0,63,57,71,64,65,93,52,12,15,0,0,0,0,0,0,0,0,0,0
CA,57100,LOMA LINDA,92354,9095583096,Proprietary,1,1,1,1,1,1,10/12/1967,97,90,100,98,68,70,98,98,98,98,100,0,51,53,68,50,62,75,42,14,17,0,0,0,0,0,0,0,0,0,0
CA,57114,SAN DIEGO,92108,6192936800,Religious Affiliations,1,1,1,1,1,1,01/01/1969,100,98,100,100,71,80,94,100,100,95,100,3,61,56,61,73,86,,,12,10,2,1,0,0,0,0,0,0,,
CA,57135,FRESNO,93710,5594505112,Religious Affiliations,1,1,1,1,1,1,05/25/1970,91,98,100,100,89,92,99,100,100,100,100,0,68,70,78,81,77,95,60,12,17,0,0,0,0,0,0,0,0,0,0
CA,57136,GARDEN GROVE,92840,7146632703,Proprietary,1,1,1,1,1,1,06/12/1970,92,99,100,100,85,89,98,100,99,98,100,0,63,62,79,73,78,,58,12,24,1,1,1,1,0,0,0,0,0,0
CA,57138,SAINT HELENA,94574,7079675770,Religious Affiliations,1,1,1,1,1,0,08/06/1970,91,99,100,99,69,44,95,99,99,96,99,0,60,58,81,69,83,89,48,16,17,0,1,0,0,0,0,0,0,0,0
CA,57143,SAN DIEGO,92108,6192999900,Proprietary,1,1,1,1,1,1,12/30/1970,93,93,100,98,68,67,99,99,99,98,100,0,60,59,75,61,75,89,55,12,13,0,0,0,0,0,0,0,0,0,0
CA,57163,SANTA BARBARA,93103,8059636794,Other,1,1,1,1,1,1,05/15/1974,96,97,100,99,83,86,99,99,99,99,99,0,60,54,71,65,72,90,53,15,15,0,0,0,0,0,0,0,0,0,0
CA,57187,LA MIRADA,90638,5629027763,Other,1,1,1,1,1,1,09/01/1976,97,98,100,100,67,68,99,99,100,100,98,0,64,62,67,76,73,95,50,11,17,0,0,0,0,0,0,0,0,0,0
CA,57190,SUNNYVALE,94085,4087305100,Private,1,1,1,1,1,1,02/28/1977,89,97,100,98,73,82,98,100,100,100,100,0,66,73,74,80,81,94,67,13,15,0,0,0,0,0,0,0,0,0,0
CA,57198,SACRAMENTO,95821,9164868181,Proprietary,1,1,1,1,1,1,12/05/1977,94,95,100,99,77,76,97,97,99,98,100,0,66,57,71,70,71,98,46,20,14,0,0,0,0,1,0,0,0,0,0
CA,57200,TRUCKEE,96161,5305823244,Local,1,1,1,0,1,1,07/01/1977,96,97,98,99,79,90,92,98,99,94,100,0,64,47,72,69,71,,54,14,17,1,1,0,0,0,0,0,0,0,0
CA,57203,SAN LUIS OBISPO,93401,8055444402,Proprietary,1,1,1,1,1,1,03/06/1978,94,89,100,98,78,77,92,100,99,96,99,0,64,62,67,57,68,91,53,20,14,0,0,0,0,1,0,0,0,0,0
CA,57205,RED BLUFF,96080,5302454040,Religious Affiliations,1,1,0,1,1,1,01/16/1978,89,98,100,100,79,89,100,99,100,99,99,0,64,69,77,79,88,98,60,16,17,0,0,0,0,0,0,0,0,0,0
CA,57212,STOCKTON,95203,2094736700,Religious Affiliations,1,1,1,1,1,1,04/28/1978,85,94,100,99,73,71,98,99,99,98,99,0,64,67,71,72,76,96,48,13,15,0,0,0,0,0,0,0,0,0,0
CA,57214,FRESNO,93710,5592480131,Private,1,1,1,1,1,1,06/01/1978,90,87,100,99,88,88,99,98,100,99,98,0,55,52,63,56,67,77,41,13,14,0,0,0,0,0,0,0,0,0,0
CA,57219,FAIRFIELD,94534,7076463575,Private,1,1,1,1,1,1,01/18/1979,89,97,100,96,83,83,93,99,98,94,100,0,51,46,63,52,60,86,38,14,17,0,0,0,0,0,0,0,0,0,0
CA,57226,SOUTH LAKE TAHOE,96150,5305423171,Private,1,1,1,1,1,1,02/27/1979,94,98,100,93,77,80,97,99,100,100,97,0,58,58,71,62,62,95,51,16,14,0,0,0,0,0,0,0,0,0,0
CA,57230,RIDGECREST,93555,7604460624,Other,1,1,1,1,1,1,05/09/1979,98,98,100,99,68,69,97,100,99,99,99,0,70,70,76,75,70,85,61,19,17,0,1,0,0,1,0,0,0,0,0
CA,57234,MARIPOSA,95338,2099663800,Local,1,1,0,1,1,1,10/01/1979,91,84,98,95,69,69,74,98,93,90,97,0,49,52,61,58,63,89,46,17,15,0,1,0,0,1,0,0,0,0,0
CA,57248,FRESNO,93726,5594591615,Private,1,1,1,1,1,1,07/18/1980,82,91,98,95,85,83,98,97,99,99,97,0,57,56,71,65,71,99,45,15,18,0,0,0,0,0,0,0,0,0,0
CA,57252,LOS ANGELES,90010,2134875131,Proprietary,1,1,1,1,1,1,08/20/1980,94,100,99,99,99,98,97,100,99,99,100,0,54,44,59,94,73,100,57,10,12,0,0,0,0,0,0,0,0,0,0
CA,57255,VISALIA,93291,5596246400,State/County,1,1,1,1,1,1,12/03/1980,90,92,100,100,67,53,95,99,99,99,99,0,63,68,77,63,74,89,59,12,17,0,0,0,0,0,0,0,0,0,0
CA,57256,EUREKA,95501,7074439332,Religious Affiliations,1,1,1,1,1,1,12/12/1980,79,95,100,99,84,88,96,98,99,97,96,0,63,55,69,59,62,94,52,15,12,0,0,0,0,0,0,0,0,0,0
CA,57258,SAN JOSE,95110,4082925680,Proprietary,1,1,1,1,1,1,04/07/1980,98,100,100,96,92,67,97,99,100,100,100,0,74,70,75,81,83,98,45,11,18,0,1,0,0,0,0,0,0,0,0
CA,57274,WOODLAND,95695,5304062900,Other,1,1,1,1,1,1,10/20/1981,96,98,100,100,81,88,98,100,100,99,99,0,55,52,61,57,58,91,47,17,11,0,0,0,0,1,0,0,0,0,0
CA,57276,CONCORD,94520,9256742560,Private,1,1,1,1,1,1,09/04/1981,96,95,100,98,80,80,98,99,100,99,98,0,58,52,65,67,69,89,46,12,13,0,0,0,0,0,0,0,0,0,0
CA,57278,LODI,95242,2093343411,Private,1,1,1,1,1,1,10/16/1981,88,97,98,98,73,69,98,98,100,100,99,0,59,58,70,59,59,95,50,14,20,0,0,1,0,0,0,0,0,0,0
CA,57368,SAN LUIS OBISPO,93401,8057828600,Private,1,1,1,1,1,1,01/30/1997,95,98,100,100,87,94,99,100,100,100,99,0,55,58,65,54,64,78,46,16,15,0,0,0,0,0,0,0,0,0,0
CA,57404,ELK GROVE,95758,9166914100,Proprietary,1,1,1,1,1,1,07/22/1993,85,90,100,100,85,43,91,99,95,99,100,0,58,59,54,62,72,90,49,11,19,0,1,0,0,0,0,0,0,0,0
CA,57407,SANTA ROSA,95403,7075665488,Private,1,1,1,1,1,1,06/16/1993,94,98,100,97,80,92,95,100,98,97,100,0,52,52,62,59,68,100,47,,,2,1,,,,,0,0,0,0
CA,57412,FAIR OAKS,95628,9165363750,Private,1,1,1,1,1,1,08/02/1993,99,99,100,100,84,90,100,100,100,100,100,0,62,52,60,64,74,100,39,16,14,0,0,0,0,0,0,0,0,0,0
CA,57415,BRAWLEY,92227,7603449180,Proprietary,1,1,0,1,1,1,09/03/1993,97,99,100,100,93,93,97,100,99,98,99,0,53,46,58,80,70,96,48,18,24,0,0,1,1,1,0,0,0,0,0
CA,57422,BUENA PARK,90621,7149946329,Proprietary,1,1,1,1,1,1,10/06/1993,94,93,99,100,87,73,98,99,100,99,97,0,54,52,57,77,65,95,56,6,16,0,0,0,0,0,0,0,0,0,0
CA,57426,STOCKTON,95207,2099567050,Private,1,1,1,1,1,1,10/21/1993,91,97,98,99,58,58,98,97,100,98,99,0,56,51,58,56,73,100,38,9,18,0,1,0,0,0,0,0,0,0,0
CA,57427,CRESCENT CITY,95531,7074648511,Private,1,1,1,1,1,1,09/02/1993,89,91,100,96,83,81,66,97,86,93,99,0,60,71,72,56,79,99,61,17,12,0,0,0,0,1,0,0,0,0,0
CA,57428,DOWNEY,90241,5629233990,Proprietary,1,1,1,1,1,1,09/13/1993,93,84,100,97,60,32,97,100,100,98,95,0,67,50,73,94,59,,28,13,11,1,1,0,0,0,0,0,0,1,0
CA,57432,SAN BERNARDINO,92408,9098876391,Other,1,1,1,0,1,1,10/21/1993,89,93,98,97,52,42,89,100,97,82,98,0,62,62,75,77,80,97,48,10,17,0,1,0,0,0,0,0,0,0,0
CA,57433,CULVER CITY,90230,3232945189,Proprietary,1,1,1,1,1,1,10/12/1993,96,100,100,100,100,100,94,100,100,100,100,1,34,40,93,88,92,,80,16,15,1,1,0,0,0,0,0,0,0,0
CA,57445,WOODLAND HILLS,91367,8189861234,Proprietary,1,1,1,1,1,1,10/29/1993,97,99,100,100,82,80,99,100,100,100,100,0,62,64,65,66,73,94,59,9,14,0,0,0,0,0,0,0,0,0,0
CA,57447,PARAMOUNT,90723,5626308783,Proprietary,1,1,1,1,1,1,12/01/1993,97,100,100,100,99,96,100,100,100,100,100,0,90,83,87,96,89,,72,9,19,1,1,0,0,0,0,0,0,0,0
CA,57448,YUBA CITY,95991,5306737100,Private,1,1,1,0,1,1,09/10/1993,94,92,100,98,80,80,93,98,99,96,99,0,57,62,67,74,63,100,53,16,12,0,0,0,0,0,0,0,0,0,0
CA,57449,PLEASANT HILL,94523,9252466000,Proprietary,1,1,1,1,1,1,12/09/1993,91,94,99,93,70,66,89,99,97,94,99,0,59,53,66,61,74,96,51,13,15,0,0,0,0,0,0,0,0,0,0
CA,57456,BUENA PARK,90620,7149941250,Proprietary,1,1,1,1,1,1,01/10/1994,98,99,99,100,96,95,100,100,100,100,99,0,43,38,44,60,21,,28,13,16,1,1,0,0,0,0,0,0,1,0
CA,57470,WOODLAND HILLS,91367,8188883385,Proprietary,1,1,1,1,1,1,03/23/1994,94,100,100,100,91,100,100,100,100,100,98,0,58,43,55,73,23,,27,2,12,1,1,0,0,0,0,0,0,1,0
CA,57477,HANFORD,93230,5595853425,Religious Affiliations,1,1,1,1,1,1,04/08/1994,93,99,98,97,77,71,96,99,100,97,100,0,52,68,67,64,79,90,47,16,18,0,0,0,0,0,0,0,0,0,0
CA,57483,LOS ANGELES,90010,2133801399,Proprietary,1,1,1,1,1,1,03/10/1994,80,94,100,100,79,96,94,100,100,100,99,1,59,45,55,68,54,,44,13,18,1,1,0,0,0,0,0,0,0,0
CA,57494,REDLANDS,92373,9093355647,Other,1,1,1,1,1,1,04/28/1994,88,89,98,99,72,78,87,98,97,99,98,0,66,61,65,61,66,85,47,14,13,0,0,0,0,0,0,0,0,0,0
CA,57495,COVINA,91723,6263322581,Proprietary,1,1,1,1,1,1,05/03/1994,99,100,100,100,93,97,100,99,100,100,100,0,66,67,79,89,87,100,59,13,11,0,0,0,0,0,0,0,0,0,0
CA,57497,LOS ANGELES,90010,2133809991,Proprietary,1,1,1,1,1,1,05/13/1994,94,99,99,100,95,91,99,100,99,98,98,0,46,35,45,73,46,,29,9,17,1,1,0,0,0,0,0,0,1,0
CA,57503,VISTA,92083,7609405800,State/County,1,1,1,1,1,1,09/29/1982,94,99,100,99,69,71,98,99,99,98,100,0,62,53,73,69,80,99,48,11,14,0,0,0,0,0,0,0,0,0,0
CA,57505,ESCONDIDO,92029,7607966833,Local,1,1,1,1,1,1,10/12/1982,98,98,100,100,81,77,100,100,100,100,100,0,59,58,76,64,74,95,57,13,15,0,0,0,0,0,0,0,0,0,0
CA,57511,WALNUT CREEK,94596,9256714100,Proprietary,1,1,1,1,1,1,11/02/1982,85,40,100,85,55,64,72,96,77,77,98,0,62,62,76,72,78,,64,16,13,1,1,0,0,0,0,0,0,0,0
CA,57517,SAN RAMON,94583,9256590059,Proprietary,1,1,1,1,1,1,03/03/1983,95,96,100,99,82,81,95,100,99,98,100,0,64,58,68,71,78,97,56,15,14,0,0,0,0,0,0,0,0,0,0
CA,57524,ARCATA,95521,7078268420,Proprietary,1,1,1,1,1,1,04/28/1983,71,97,100,98,81,85,96,99,99,99,100,0,64,54,64,56,61,92,46,18,12,0,0,0,0,1,0,0,0,0,0
CA,57537,SIMI VALLEY,93065,8059558190,Religious Affiliations,1,1,1,1,1,1,05/20/1983,99,100,100,98,89,95,100,100,100,100,100,0,58,67,67,71,61,76,58,13,14,0,0,0,0,0,0,0,0,0,0
CA,57539,SAN DIEGO,92111,8585414850,Other,1,1,1,1,1,1,07/14/1983,81,90,100,100,85,84,96,99,99,95,99,0,61,58,69,70,74,96,50,13,16,0,0,0,0,0,0,0,0,0,0
CA,57545,ROSEVILLE,95661,9167977979,Other,1,1,1,1,1,1,09/22/1983,90,97,99,98,71,77,98,98,99,99,99,0,66,63,75,72,76,95,56,12,14,0,0,0,0,0,0,0,0,0,0
CA,57564,SAN DIEGO,92123,8007657595,Proprietary,1,1,1,1,1,1,10/27/1983,94,93,98,91,73,71,75,98,96,81,98,0,65,62,77,72,77,91,58,16,14,0,0,0,0,0,0,0,0,0,0
CA,57567,GARDEN GROVE,92843,7146892300,Proprietary,1,1,1,1,1,1,10/06/1983,99,99,100,100,91,93,97,100,100,99,100,0,59,60,67,66,68,98,52,10,19,0,1,0,0,0,0,0,0,0,0
CA,57569,FRESNO,93720,5592240560,Proprietary,1,1,1,1,1,1,10/06/1983,99,99,88,96,68,71,96,99,100,100,100,0,69,69,76,69,77,97,49,11,16,0,0,0,0,0,0,0,0,0,0
CA,57570,SAN FRANCISCO,94111,4159829171,Private,1,1,1,1,1,1,12/05/1983,99,96,100,87,59,60,100,99,100,100,100,0,60,61,63,91,72,,43,7,12,1,1,0,0,0,0,0,0,0,0
CA,57571,TURLOCK,95380,2092505200,Religious Affiliations,1,1,1,1,1,1,10/28/1983,96,98,100,100,71,73,98,100,99,98,99,0,62,65,72,71,77,97,52,13,15,0,0,0,0,0,0,0,0,0,0
CA,57573,NEWPORT BEACH,92660,9492500133,Proprietary,1,1,1,1,1,1,06/22/1983,99,95,100,99,91,92,92,100,97,94,100,0,67,59,71,76,76,95,52,14,13,0,0,0,0,0,0,0,0,0,0
CA,57576,PASADENA,91101,6265731234,Proprietary,1,1,1,1,1,1,10/20/1983,97,99,100,100,67,69,100,98,100,100,100,0,62,62,66,76,40,,59,1,11,1,1,0,0,0,0,0,0,0,0
CA,57600,ORANGE,92868,7147129500,Proprietary,1,1,1,1,1,1,02/24/1984,85,95,100,99,77,82,95,97,99,99,99,0,56,53,61,64,65,86,42,14,13,0,0,0,0,0,0,0,0,0,0
CA,57602,SAN DIEGO,92123,8587157300,Private,1,1,1,1,1,1,03/24/1984,92,97,99,99,72,75,97,99,99,97,99,0,59,54,70,59,74,92,47,9,14,0,0,0,0,0,0,0,0,0,0
CA,57606,PARADISE,95969,5308723378,Religious Affiliations,1,1,1,1,1,1,01/31/1984,91,93,100,98,79,76,90,99,96,87,100,0,61,58,69,58,65,90,52,15,15,0,0,0,0,0,0,0,0,0,0
CA,57609,REDDING,96001,5302454040,Private,1,1,0,1,1,1,04/04/1984,98,100,100,100,83,90,100,100,100,100,99,0,65,65,77,76,74,94,63,12,14,0,0,0,0,0,0,0,0,0,0
CA,57620,LAKEPORT,95453,7072637400,Other,1,1,0,1,1,1,01/13/1984,73,95,99,95,81,90,96,99,98,97,99,0,71,69,73,68,78,95,52,22,13,0,0,0,0,1,1,0,0,0,0
CA,57627,BURBANK,91505,8188435111,Religious Affiliations,1,1,1,1,1,1,01/30/1984,95,97,100,100,87,93,98,99,100,99,99,0,59,55,66,63,68,88,54,10,17,0,0,0,0,0,0,0,0,0,0
CA,57631,SACRAMENTO,95827,9162813900,Private,1,1,1,1,1,1,05/21/1984,83,88,91,98,74,79,98,100,100,98,99,0,62,59,68,70,68,92,48,13,16,0,0,0,0,0,0,0,0,0,0
CA,57645,GLENDALE,91206,8184098379,Religious Affiliations,1,1,1,1,1,1,06/18/1984,96,100,100,98,56,66,99,100,99,98,100,0,68,66,74,68,75,93,52,11,16,0,1,0,0,0,0,0,0,0,0
CA,57657,VAN NUYS,91411,8189025000,Proprietary,1,1,1,1,1,1,10/04/1984,89,100,100,93,100,100,94,100,100,96,100,1,94,72,80,85,,,,10,26,3,1,1,1,0,0,0,0,,
CA,57659,NAPA,94558,7072574124,Religious Affiliations,1,1,1,1,1,1,09/04/1984,92,96,99,97,69,74,91,100,98,98,97,0,34,34,41,36,42,91,29,16,14,0,0,0,0,0,0,1,0,1,0
CA,57661,CHICO,95973,5303323161,Private,1,1,1,1,1,1,09/17/1984,94,93,99,95,72,69,92,99,99,96,100,0,57,53,67,57,60,79,39,12,17,0,0,0,0,0,0,0,0,0,0
CA,57663,MADERA,93637,5596752000,Private,1,1,0,1,1,1,10/09/1984,97,94,100,99,67,62,96,99,99,99,96,0,62,63,77,74,62,99,65,18,13,0,0,0,0,1,0,0,0,0,0
CA,57678,ONTARIO,91761,9096057000,Proprietary,1,1,1,1,1,1,09/10/1984,97,96,98,98,87,86,92,99,98,87,99,0,67,63,73,72,84,93,55,12,12,0,0,0,0,0,0,0,0,0,0
CA,57679,CHICO,95973,5308950462,Private,1,1,1,1,1,1,01/22/1985,98,97,100,100,79,87,96,100,98,96,100,0,67,61,66,91,73,99,43,13,16,0,1,0,0,0,0,0,0,0,0
CA,57695,MODESTO,95355,2095711055,Private,1,1,1,1,1,1,06/17/1985,85,96,99,95,76,89,95,98,98,95,99,0,66,67,78,77,84,94,59,16,14,0,0,0,0,0,0,0,0,0,0
CA,57704,BAKERSFIELD,93301,6616325050,Other,1,1,0,1,1,1,05/23/1985,90,95,100,100,83,91,95,100,99,96,100,0,62,64,73,75,71,94,56,10,15,0,0,0,0,0,0,0,0,0,0
CA,57708,YREKA,96097,5308427325,Private,1,1,1,1,1,1,09/01/1985,95,100,100,100,81,85,92,100,93,92,100,0,72,74,77,85,78,93,65,18,16,0,0,0,0,1,0,0,0,0,0
CA,57710,LOWER LAKE,95457,7079940737,Religious Affiliations,1,1,1,0,1,0,09/20/1985,86,99,100,99,47,41,95,99,99,96,99,0,66,59,78,68,73,92,58,18,14,0,0,0,0,1,0,0,0,0,0
CA,57713,WEAVERVILLE,96093,5306236700,Local,1,1,0,0,0,1,06/21/1985,60,100,100,99,74,83,95,100,99,96,97,0,93,74,83,73,85,,72,16,29,1,1,1,1,0,0,0,0,0,0
CA,57734,GLENDALE,91205,8182445112,Proprietary,1,1,1,1,1,1,03/27/1986,92,99,100,96,100,97,100,99,100,100,100,0,31,30,44,47,39,,30,13,9,1,1,0,0,0,0,1,0,1,0
CA,57736,WEST COVINA,91791,6268592266,Private,1,1,1,1,1,1,02/26/1986,91,99,100,100,74,72,98,100,100,94,100,0,55,59,68,72,75,90,53,11,14,0,0,0,0,0,0,0,0,0,0
CA,57742,MONTEBELLO,90640,3232781283,Proprietary,1,1,1,1,1,1,04/25/1986,88,98,100,100,96,98,100,100,100,100,100,0,49,36,41,57,30,,23,10,24,1,1,1,1,0,0,0,0,1,0
CA,57746,FORT BRAGG,95437,7079611234,Local,1,1,1,1,1,1,07/02/1986,91,97,100,94,71,48,85,98,97,96,100,0,56,57,66,72,63,100,55,15,13,0,0,0,0,0,0,0,0,0,0
CA,57753,CITY OF INDUSTRY,91748,6265813182,Proprietary,1,1,1,1,1,1,05/22/1986,99,98,100,99,90,55,100,100,100,100,99,0,80,72,93,82,75,,40,6,18,1,1,0,0,0,0,0,0,0,0
CA,57755,GRASS VALLEY,95945,5302746350,Religious Affiliations,1,1,1,1,1,1,08/25/1986,92,99,99,98,74,85,97,99,100,99,96,0,68,65,76,65,73,88,58,14,15,0,0,0,0,0,0,0,0,0,0
CA,57761,BURBANK,91505,8184809300,Proprietary,1,1,1,1,1,1,11/24/1986,91,94,97,94,73,72,91,98,99,94,98,0,69,67,76,73,77,92,59,11,14,0,0,0,0,0,0,0,0,0,0
CA,57763,JOSHUA TREE,92252,7603666424,Local,1,1,1,1,1,1,12/22/1986,93,99,100,97,96,90,96,99,100,99,100,0,61,64,73,67,74,100,63,12,17,0,0,0,0,0,0,0,0,0,0
CA,57772,SAN FRANCISCO,94116,4157594700,Local,1,1,1,1,1,1,02/18/1987,85,85,100,99,81,73,93,100,95,89,99,0,54,59,64,62,72,99,52,14,19,0,0,0,0,0,0,0,0,0,0
CA,57774,SUN CITY,92586,9516724829,Private,1,1,1,1,1,1,09/01/1987,96,100,100,100,69,72,100,100,100,100,100,0,66,65,72,73,75,100,53,13,19,0,0,0,0,0,0,0,0,0,0
CA,57778,EL DORADO HILLS,95762,9169331234,Proprietary,1,1,1,1,0,0,09/22/1987,96,100,76,96,71,83,94,100,98,95,92,4,,,,,,,,,,9,1,,,,,,,,
CA,57786,LANCASTER,93534,6619495938,Other,1,1,1,1,1,1,10/08/1987,97,92,99,100,69,65,94,99,97,97,100,0,58,57,67,64,73,86,48,11,11,0,1,0,0,0,0,0,0,0,0
CA,57788,TORRANCE,90505,3107843739,Proprietary,1,1,1,1,1,1,12/10/1987,93,99,100,97,86,90,98,99,100,100,100,0,74,75,83,77,76,91,64,12,14,0,0,0,0,0,0,0,0,0,0
CA,57792,GLENDALE,91206,8185022121,Proprietary,1,1,1,1,1,1,02/24/1988,97,91,100,97,63,51,100,98,100,100,88,0,49,43,57,83,83,,46,12,14,1,1,0,0,0,0,0,0,0,0
CA,57794,DOWNEY,90242,5626224350,Private,1,1,1,1,1,1,07/30/1985,89,84,95,93,76,84,93,98,100,99,96,0,50,51,57,64,67,86,38,,,2,1,,,,,0,0,0,0
CA,57797,SAN DIEGO,92108,6196414663,Other,1,1,1,1,1,1,07/08/1983,88,97,99,98,83,94,97,99,100,100,97,0,55,54,63,66,75,92,44,,,2,1,,,,,0,0,0,0
CA,58000,ENCINO,91436,8187554900,Proprietary,1,1,1,1,1,1,04/15/1997,95,100,100,100,99,100,100,100,100,100,100,0,54,52,47,73,25,98,30,9,14,0,0,0,0,0,0,0,0,1,0
CA,58004,INGLEWOOD,90305,3235411100,Proprietary,1,1,1,1,1,1,05/05/1997,97,100,100,100,100,97,94,100,100,100,100,1,,,,,,,,,,9,1,,,,,,,,
CA,58005,RANCHO CUCAMONGA,91730,9094847881,Proprietary,1,1,1,1,1,1,05/25/1997,97,100,99,97,71,79,95,97,100,99,99,0,47,66,66,58,62,78,50,8,21,0,1,1,0,0,0,0,0,0,0
CA,58007,NEWHALL,91321,6612553525,Proprietary,1,1,1,1,1,1,05/13/1997,95,99,100,100,91,97,94,100,100,100,100,1,55,54,66,74,67,,42,7,20,1,1,1,0,0,0,0,0,0,0
CA,58008,BELLFLOWER,90706,5629209868,Proprietary,1,1,1,1,1,1,05/01/1997,96,98,100,99,93,73,94,95,98,97,97,0,45,55,57,78,59,,62,7,9,1,1,0,0,0,0,0,0,0,0
CA,58010,ARTESIA,90701,5624031070,Proprietary,1,1,1,1,1,1,05/20/1997,90,99,99,99,88,97,100,97,100,100,100,0,41,36,64,83,55,,34,16,5,1,1,0,0,0,0,0,0,0,0
CA,58013,GLENDALE,91206,8182393949,Proprietary,1,1,1,1,1,1,06/06/1997,94,100,100,100,81,84,95,100,98,97,100,0,66,41,72,89,73,95,43,7,18,0,1,0,0,0,0,0,0,0,0
CA,58014,ARTESIA,90701,5628607770,Proprietary,1,1,1,1,1,1,07/11/1997,100,99,100,99,100,100,100,100,100,100,99,0,91,57,89,85,82,,94,6,6,1,1,0,0,0,0,0,0,0,0
CA,58017,LOS ANGELES,90010,2132512315,Proprietary,1,1,1,1,1,1,07/07/1997,93,99,100,99,68,81,100,100,99,100,99,0,78,58,79,86,77,,61,11,12,1,1,0,0,0,0,0,0,0,0
